station_id,station_name,city,country
32400.0,1301 McCormick Dr / Wayne K. Curry Admin Bldg,Greenville,US
31007.0,Crystal City Metro / 18th St & S Bell St,Greenville,US
31672.0,10th & H St NE,Greenville,US
31949.0,Columbia Pike & S Scott St/12th St S,Richmond,CAN
31327.0,14th & Q St NW,Richmond,CAN
31527.0,North Capitol & R St NE,Richmond,CAN
31974.0,Mandeville Ln & Stovall St,Richmond,CAN
31256.0,10th & E St NW,Richmond,CAN
32215.0,Wiehle-Reston Metro South,Birmingham,US
31600.0,5th & K St NW,Birmingham,US
31241.0,Thomas Circle,Birmingham,US
31648.0,Potomac Ave & Half St SW,Birmingham,US
31931.0,N Pitt St & Montgomery St,Birmingham,US
31503.0,Florida Ave & R St NW,Calgary,CAN
31417.0,Kansas Ave & Sherman Cr NW,Calgary,CAN
31125.0,15th & W St NW,Calgary,CAN
31273.0,Hains Point/Buckeye & Ohio Dr SW,Calgary,CAN
31653.0,7th & K St NW,Calgary,CAN
31404.0,9th & Upshur St NW,Clanton,US
31268.0,12th & U St NW,Clanton,US
31330.0,17th & P St NW,Clanton,US
31291.0,Vermont Ave & I St NW,Clanton,US
31221.0,18th & M St NW,Clanton,US
31279.0,19th & G St NW,Birmingham,US
31919.0,Carlin Springs Rd & N Thomas St,Birmingham,US
31203.0,14th & Rhode Island Ave NW,Birmingham,US
31295.0,Potomac & M St NW,Birmingham,US
31105.0,14th & Harvard St NW,Birmingham,US
31212.0,New Hampshire Ave & Ward Pl NW,Banff,CAN
31267.0,17th St & Massachusetts Ave NW,Banff,CAN
31247.0,Jefferson Dr & 14th St SW,Banff,CAN
31095.0,Army Navy Dr & S Nash St,Banff,CAN
31081.0,Duke St & John Carlyle St,Banff,CAN
31297.0,Virginia Ave & 25th St NW,Clanton,US
31328.0,21st St & G st NW,Clanton,US
31266.0,11th & M St NW,Clanton,US
31324.0,18th & New Hampshire Ave NW,Clanton,US
31041.0,Prince St & Union St,Clanton,US
32008.0,Cordell & Norfolk Ave,Calgary,CAN
31251.0,12th & L St NW,Calgary,CAN
31305.0,Connecticut Ave & Macomb St NW / Cleveland Park,Calgary,CAN
31940.0,Arlington Blvd & Fairfax Dr,Calgary,CAN
32203.0,Tysons One Pl & Chain Bridge Rd,Calgary,CAN
32603.0,Pennsylvania Ave & Park Ave,Calexico,US
31656.0,Maryland Ave & 17th St NE,Calexico,US
31280.0,11th & S St NW,Calexico,US
31218.0,L'Enfant Plaza / 7th & C St SW,Calexico,US
31223.0,Convention Center / 7th & M St NW,Calexico,US
31252.0,21st St & Pennsylvania Ave NW,Richmond,CAN
31211.0,Kennedy Center,Richmond,CAN
31914.0,Lee Center,Richmond,CAN
31292.0,22nd St & Constitution Ave NW,Richmond,CAN
31132.0,13th & U St NW,Richmond,CAN
31205.0,21st & I St NW,Greenville,US
31067.0,Columbia Pike & S Walter Reed Dr,Greenville,US
31068.0,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,Greenville,US
31620.0,5th & F St NW,Greenville,US
31122.0,16th & Irving St NW,Greenville,US
31659.0,11th & C St SE,Edmonton,CAN
31287.0,10th St & L'Enfant Plaza SW,Edmonton,CAN
32600.0,Founders Row/W Broad St & West St,Edmonton,CAN
31920.0,Washington-Liberty High School / N Stafford St & Generals Way,Edmonton,CAN
31254.0,15th & K St NW,Edmonton,CAN
31062.0,Roosevelt Island,Richmond,CAN
31677.0,1st & L St NW,Richmond,CAN
31631.0,8th & F St NE,Richmond,CAN
31133.0,20th & Columbia Rd NW,Richmond,CAN
31100.0,19th St & Pennsylvania Ave NW,Richmond,CAN
32073.0,Blueridge Ave & Elkin St,Calgary,CAN
31136.0,11th & Clifton St NW,Calgary,CAN
31675.0,North Capitol & K St NE,Calgary,CAN
31611.0,13th & H St NE,Calgary,CAN
31244.0,4th & E St SW,Calgary,CAN
31517.0,Union Market,Greenville,US
31505.0,Eckington Pl & Q St NE,Greenville,US
31639.0,2nd & G St NE,Greenville,US
31108.0,4th & M St SW,Greenville,US
31622.0,13th & D St NE,Greenville,US
31613.0,Eastern Market Metro / Pennsylvania Ave & 8th St SE,Birmingham,US
31627.0,3rd & M St NE,Birmingham,US
31224.0,18th & L St NW,Birmingham,US
31612.0,D St & Maryland Ave NE,Birmingham,US
31299.0,Connecticut Ave & R St NW,Birmingham,US
31610.0,Eastern Market / 7th & North Carolina Ave SE,Greenville,US
31213.0,17th & K St NW,Greenville,US
31306.0,39th & Calvert St NW / Stoddert,Greenville,US
31262.0,11th & F St NW,Greenville,US
31071.0,Eads St & 12th St S,Greenville,US
31712.0,Oklahoma Ave & D St NE,Victoria,CAN
31281.0,8th & O St NW,Victoria,CAN
31619.0,Lincoln Park / 13th & East Capitol St NE ,Victoria,CAN
31662.0,1st & K St NE,Victoria,CAN
31708.0,Anacostia Ave & Benning Rd NE / River Terrace ,Victoria,CAN
31663.0,14th & D St SE,Birmingham,US
31650.0,1st & M St SE,Birmingham,US
31116.0,California St & Florida Ave NW,Birmingham,US
31642.0,New Jersey Ave & K St NW,Birmingham,US
31520.0,24th & R St NE / National Arboretum,Birmingham,US
31910.0,Potomac Ave & Main Line Blvd,Dothan,US
31043.0,St Asaph & Pendleton St,Dothan,US
31320.0,American University East Campus,Dothan,US
31606.0,Potomac & Pennsylvania Ave SE,Dothan,US
31669.0,3rd & M St SE,Dothan,US
32602.0,N Oak St & W Broad St,Edmonton,CAN
32053.0,Medical Center Metro ,Edmonton,CAN
31119.0,14th & Belmont St NW,Edmonton,CAN
32605.0,W Broad St & Little Falls St,Edmonton,CAN
31245.0,7th & R St NW / Shaw Library,Edmonton,CAN
31086.0,Mount Vernon Ave & E Del Ray Ave,Dothan,US
32055.0,Woodmont Ave & Strathmore St,Dothan,US
31509.0,New Jersey Ave & R St NW,Dothan,US
31283.0,14th & L St NW,Dothan,US
31109.0,7th St & Florida Ave NW,Dothan,US
31401.0,14th St & Spring Rd NW,Banff,CAN
31022.0,Clarendon Metro / Wilson Blvd & N Highland St,Banff,CAN
31249.0,Jefferson Memorial,Banff,CAN
32081.0,Congressional Ln & E Jefferson St,Banff,CAN
31080.0,Langston Blvd & N Scott St,Banff,CAN
32036.0,Fenton St & Ellsworth Dr ,Calexico,US
31112.0,Harvard St & Adams Mill Rd NW,Calexico,US
31507.0,1st & Washington Hospital Center NW,Calexico,US
31234.0,20th & O St NW / Dupont South,Calexico,US
31088.0,Mount Vernon Ave & Kennedy St,Calexico,US
31000.0,Eads St & 15th St S,Birmingham,US
31667.0,2nd & V St SW / James Creek Marina,Birmingham,US
31673.0,Waterfront Park,Birmingham,US
31626.0,15th St & Massachusetts Ave SE,Birmingham,US
31316.0,Yuma St & Tenley Circle NW,Birmingham,US
31802.0,Good Hope Rd & MLK Ave SE,Victoria,CAN
31533.0,Tanner Park,Victoria,CAN
31029.0,N Veitch St & 20th St N,Victoria,CAN
31117.0,15th & Euclid St NW,Victoria,CAN
31298.0,15th & M St NW,Victoria,CAN
31531.0,MBT & Bryant St NE,Greenville,US
31524.0,Montello Ave & Holbrook Terr NE,Greenville,US
31926.0,Wilson Blvd & N Vermont St,Greenville,US
31040.0,GMU/Fairfax Dr & Kenmore St,Greenville,US
31805.0,Pennsylvania & Minnesota Ave SE,Greenville,US
32229.0,Park Run & Onyx Dr,Birmingham,US
31608.0,8th & Eye St SE / Barracks Row,Birmingham,US
31950.0,Long Bridge Aquatic Center,Birmingham,US
31506.0,1st & Rhode Island Ave NW,Birmingham,US
31235.0,19th St & Constitution Ave NW,Birmingham,US
31976.0,Virginia Hospital Center,Greenville,US
31420.0,17th & Upshur St NW,Greenville,US
31973.0,N Pershing Dr & N Quebec St,Greenville,US
31643.0,1st & D St SE,Greenville,US
31288.0,4th St & Madison Dr NW,Greenville,US
31092.0,Langston Blvd & N Monroe St,Calgary,CAN
31638.0,1st & H St NW,Calgary,CAN
31635.0,Potomac Ave & 8th St SE,Calgary,CAN
31293.0,Thomas Jefferson St NW & Water/K St NW,Calgary,CAN
31942.0,Whiting & Lane Dr,Calgary,CAN
31208.0,M St & New Jersey Ave SE,Edmonton,CAN
32089.0,New Hampshire & Lockwood,Edmonton,CAN
32092.0,Castle Blvd & Castle Ln,Edmonton,CAN
31518.0,New York Ave & Hecht Ave NE,Edmonton,CAN
31668.0,1st St & Potomac Ave SE,Edmonton,CAN
31666.0,4th & G St SW,Victoria,CAN
31219.0,10th St & Constitution Ave NW,Victoria,CAN
32246.0,Golf Course Sq and Golf Course Dr,Victoria,CAN
31126.0,11th & Girard St NW,Victoria,CAN
31943.0,N Howard St & Taney Ave,Victoria,CAN
31814.0,Mississippi Ave & 19th St SE / THEARC,Calgary,CAN
31123.0,14th & Girard St NW,Calgary,CAN
31225.0,C & O Canal & Wisconsin Ave NW,Calgary,CAN
31294.0,7th & E St SW,Calgary,CAN
31924.0,Wilson Blvd & N Troy St,Calgary,CAN
31508.0,Gallaudet / 8th St & Florida Ave NE,Edmonton,CAN
31269.0,3rd St & Pennsylvania Ave SE,Edmonton,CAN
31039.0,Wilson Blvd & N Quincy St,Edmonton,CAN
31237.0,25th St & Pennsylvania Ave NW,Edmonton,CAN
31058.0,Columbia Pike & Monroe St,Edmonton,CAN
31536.0,5th & Morse St NE,Greenville,US
31240.0,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Greenville,US
31290.0,17th St & Independence Ave SW,Greenville,US
31333.0,Wisconsin Ave & Rodman St NW,Greenville,US
31405.0,Georgia Ave & Emerson St NW,Greenville,US
31905.0,Kennebec St & 11th St N,Richmond,CAN
31540.0,3rd & N St NE,Richmond,CAN
31094.0,Langston Blvd & N Kirkwood Rd,Richmond,CAN
32062.0,Wheaton Metro / Georgia Ave & Reedie Dr,Richmond,CAN
31104.0,Adams Mill & Columbia Rd NW,Richmond,CAN
31625.0,3rd & G St SE,Clanton,US
32084.0,Wheaton Library & Community Rec Center,Clanton,US
31300.0,Van Ness Metro / UDC,Clanton,US
31006.0,Pentagon Row Plaza / Army Navy Dr & Joyce St,Clanton,US
31114.0,18th St & Wyoming Ave NW,Clanton,US
31264.0,6th St & Indiana Ave NW,Clanton,US
31532.0,4th & Florida Ave NE,Clanton,US
31263.0,10th & K St NW,Clanton,US
31111.0,10th & U St NW,Clanton,US
32608.0,Falls Church City Hall / Park Ave & Little Falls St,Clanton,US
31013.0,Eads St & 22nd St S,Dothan,US
31047.0,Braddock Rd Metro North,Dothan,US
31637.0,North Capitol St & G Pl NE,Dothan,US
31282.0,16th & R St NW,Dothan,US
31296.0,Columbia & Ontario Rd NW,Dothan,US
31419.0,Georgia Ave & Morton St NW,Victoria,CAN
31607.0,13th & E St SE,Victoria,CAN
31603.0,1st & M St NE,Victoria,CAN
31827.0,St. Elizabeths West Campus/DHS ,Victoria,CAN
31500.0,4th & W St NE,Victoria,CAN
32019.0,East West Hwy & Blair Mill Rd,Calgary,CAN
31933.0,Duke St & Strand (Robinson Terminal),Calgary,CAN
31541.0,10th & Quincy St NE / Turkey Thicket Rec,Calgary,CAN
31923.0,Columbia Pike & S George Mason Dr,Calgary,CAN
31010.0,S Glebe Rd & Potomac Ave,Calgary,CAN
31002.0,Crystal Dr & 20th St S,Birmingham,US
31015.0,Wilson Blvd & Ft Myer Dr,Birmingham,US
31073.0,Washington Blvd & Walter Reed Dr ,Birmingham,US
31250.0,20th & L St NW,Birmingham,US
31011.0,Crystal Dr & 23rd St S,Birmingham,US
31257.0,22nd & I St NW / Foggy Bottom,Greenville,US
31657.0,Massachusetts Ave & 6th St NE,Greenville,US
31004.0,Aurora Hills Cmty Ctr / 18th St & S Hayes St,Greenville,US
31059.0,S Four Mile Run Dr & Walter Reed Dr,Greenville,US
31053.0,Columbia Pike & S Courthouse Rd,Greenville,US
32059.0,Takoma Park Rec Center,Richmond,CAN
31917.0,N Lynn St & Fairfax Dr,Richmond,CAN
31087.0,Monroe Ave & Leslie Ave,Richmond,CAN
32219.0,Reston YMCA,Richmond,CAN
31304.0,36th & Calvert St NW / Glover Park,Richmond,CAN
31665.0,Stadium Armory Metro,Birmingham,US
31014.0,19th St N & Ft Myer Dr,Birmingham,US
31064.0,Gravelly Point,Birmingham,US
32238.0,Ridge Heights Rd & Seahawks Dr,Birmingham,US
31070.0,Arlington Blvd & Fillmore St,Birmingham,US
31513.0,Rhode Island Ave & V St NE,Victoria,CAN
31052.0,Potomac Ave & 35th St S,Victoria,CAN
31045.0,Commerce St & Fayette St,Victoria,CAN
31935.0,National Airport,Victoria,CAN
31936.0,Army Navy Dr & Fern St,Victoria,CAN
31970.0,First St & Fayette St,Dothan,US
31127.0,22nd & H St NW,Dothan,US
31091.0,Joyce St & 16th St S,Dothan,US
31097.0,Saint Asaph St & Madison St,Dothan,US
31051.0,Arlington Blvd & N Queen St,Dothan,US
31049.0,Fairfax Dr & N Taylor St,Edmonton,CAN
31968.0,King St & N Pitt St,Edmonton,CAN
31020.0,Wilson Blvd & N Franklin Rd,Edmonton,CAN
31089.0,Court House Metro / 15th St & N Uhle St,Edmonton,CAN
32415.0,Tanger Outlets,Edmonton,CAN
31534.0,7th & Monroe St NE,Edmonton,CAN
31048.0,King St Metro South,Edmonton,CAN
31907.0,Franklin St & S Washington St,Edmonton,CAN
31800.0,Alabama & MLK Ave SE,Edmonton,CAN
31066.0,Columbia Pike & S Orme St,Edmonton,CAN
31121.0,Calvert St & Woodley Pl NW,Calexico,US
31209.0,1st & N St SE,Calexico,US
31516.0,Rhode Island Ave Metro,Calexico,US
31272.0,Washington & Independence Ave SW/HHS,Calexico,US
31530.0,Capitol Ave & Kendall St NE,Calexico,US
31012.0,Clark St & 26th St S,Calexico,US
31077.0,Iwo Jima Memorial / Meade & 14th St N,Calexico,US
31946.0,Kenmore Ave & Seminary Rd,Calexico,US
31644.0,12th St & Pennsylvania Ave SE,Calexico,US
31703.0,Minnesota Ave Metro/DOES,Calexico,US
32418.0,West Hyattsville Metro,Edmonton,CAN
32609.0,W Columbia St & N Washington St,Edmonton,CAN
31310.0,Connecticut & Nebraska Ave NW,Edmonton,CAN
32058.0,Sligo Ave & Carroll Ln,Edmonton,CAN
32016.0,Fallsgrove Dr & W Montgomery Ave,Edmonton,CAN
31621.0,4th & D St NW / Judiciary Square,Edmonton,CAN
31674.0,Maine Ave & Water St SW,Edmonton,CAN
31120.0,10th St & Florida Ave NW,Edmonton,CAN
31027.0,Wilson Blvd & N Quinn St,Edmonton,CAN
31025.0,Central Library / Quincy St & 10th St N,Edmonton,CAN
31326.0,Hardy Rec Center,Greenville,US
31617.0,Bladensburg Rd & Benning Rd NE,Greenville,US
32419.0,Capitol Heights Metro,Greenville,US
32022.0,Dennis Ave & Amherst Ave,Greenville,US
31707.0,Benning Rd & East Capitol St NE / Benning Rd Metro,Greenville,US
31630.0,15th & East Capitol St NE,Clanton,US
32421.0,Riverdale Park Town Center,Clanton,US
32050.0,Spring St & 2nd Ave,Clanton,US
31514.0,Hamlin & 7th St NE,Clanton,US
32420.0,Prince George's Plaza Metro,Clanton,US
31826.0,Minnesota Ave & R St SE,Dothan,US
31258.0,Lincoln Memorial,Dothan,US
32230.0,McLean Metro,Dothan,US
31408.0,Takoma Metro,Dothan,US
31959.0,Main Line Blvd & E Glebe,Dothan,US
32021.0,47th & Elm St,Greenville,US
31605.0,3rd & D St SE,Greenville,US
31820.0,Anacostia Park,Greenville,US
32085.0,The Shoppes @ Burnt Mills,Greenville,US
32423.0,National Harbor Carousel,Greenville,US
31640.0,Maryland Ave & E St NE,Victoria,CAN
32414.0,Riggs Rd & East West Hwy,Victoria,CAN
32412.0,New Hampshire Ave & East-West Hwy,Victoria,CAN
31415.0,Georgia Ave & Kennedy St NW,Victoria,CAN
31009.0,Crystal Dr & 27th St S,Victoria,CAN
31065.0,N Pershing Dr & N Wayne St,Clanton,US
32045.0,Shady Grove Metro West,Clanton,US
31654.0,King Greenleaf Rec Center,Clanton,US
31016.0,Clarendon Blvd & Pierce St,Clanton,US
31034.0,Fairfax Dr & N Randolph St,Clanton,US
31962.0,King St & W Braddock Rd,Edmonton,CAN
31629.0,8th & East Capitol St NE,Edmonton,CAN
31302.0,Wisconsin Ave & Newark St NW,Edmonton,CAN
31271.0,Constitution Ave & 2nd St NW/DOL,Edmonton,CAN
31929.0,Mt Vernon Trail & S. Washington St.,Edmonton,CAN
31628.0,1st & I St SE,Clanton,US
31319.0,Wisconsin Ave & Brandywine St NW,Clanton,US
31137.0,Park Pl & Rock Creek Church Rd NW,Clanton,US
31953.0,S Pickett St & Shillings St,Clanton,US
32243.0,Reston Town Center Metro North,Clanton,US
31322.0,48th Pl & MacArthur Blvd NW,Edmonton,CAN
31529.0,Edgewood Rec Center,Edmonton,CAN
31331.0,Arizona Ave & MacArthur Blvd NW,Edmonton,CAN
31021.0,Clarendon Blvd & N Fillmore St,Edmonton,CAN
31512.0,Neal St & Trinidad Ave NE,Edmonton,CAN
31413.0,3rd & Underwood St NW,Banff,CAN
31812.0,16th & Q St SE / Anacostia HS,Banff,CAN
32406.0,Fleet St & Waterfront St,Banff,CAN
31632.0,15th & F St NE,Banff,CAN
32046.0,River Rd & Landy Ln,Banff,CAN
31538.0,South Dakota Ave & Bladensburg Rd NE,Birmingham,US
31035.0,N Quincy St & Glebe Rd,Birmingham,US
31227.0,13th St & New York Ave NW,Birmingham,US
32038.0,King Farm Blvd & Piccard Dr,Birmingham,US
32033.0,Piccard & W Gude Dr,Birmingham,US
31214.0,17th & Corcoran St NW,Calgary,CAN
31113.0,Columbia Rd & Belmont St NW,Calgary,CAN
31229.0,New Hampshire Ave & T St NW,Calgary,CAN
31275.0,New Hampshire Ave & 24th St NW,Calgary,CAN
32048.0,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,Calgary,CAN
31206.0,19th & E Street NW,Banff,CAN
31806.0,Congress Heights Metro,Banff,CAN
31074.0,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,Banff,CAN
31676.0,1st & Q St SW,Banff,CAN
31054.0,Wakefield High School,Banff,CAN
31652.0,4th & M St SE,Birmingham,US
31098.0,King St Metro North / Cameron St,Birmingham,US
31060.0,S Arlington Mill Dr & Campbell Ave,Birmingham,US
31828.0,New Jersey Ave & H St SE,Birmingham,US
32214.0,Reston Town Center Transit Station,Birmingham,US
31916.0,Potomac Ave & Swann Ave,Greenville,US
31102.0,11th & Kenyon St NW,Greenville,US
31138.0,4th & College St NW,Greenville,US
31515.0,Fort Totten Metro,Greenville,US
31118.0,3rd & Elm St NW,Greenville,US
31308.0,39th & Veazey St NW,Greenville,US
31900.0,Langston Blvd & N Woodstock St,Greenville,US
31017.0,Wilson Blvd & N Uhle St,Greenville,US
31711.0,Deanwood Rec Center,Greenville,US
31649.0,14th & Newton St NW,Greenville,US
31815.0,19th & Savannah St SE,Calexico,US
31312.0,Wisconsin Ave & O St NW,Calexico,US
31418.0,New Hampshire & Gallatin St NW,Calexico,US
31099.0,Madison St & N Henry St,Calexico,US
31972.0,S Wakefield St & 28th St S,Calexico,US
31421.0,Grant Circle,Greenville,US
32061.0,New Hampshire & Kirklynn Ave,Greenville,US
31286.0,11th & O St NW,Greenville,US
31202.0,14th & R St NW,Greenville,US
31641.0,2nd St & Massachusetts Ave NE,Greenville,US
31634.0,3rd & Tingey St SE,Birmingham,US
32005.0,Traville Gateway Dr & Gudelsky Dr,Birmingham,US
32604.0,E Fairfax St & S Washington St,Birmingham,US
31085.0,Mount Vernon Ave & E Nelson Ave,Birmingham,US
31069.0,N Pershing Dr & N George Mason Dr,Birmingham,US
31037.0,Ballston Metro / Stuart St & 9th St N,Victoria,CAN
31510.0,18th St & Rhode Island Ave NE,Victoria,CAN
32222.0,Towers Crescent Dr & Tysons One Pl,Victoria,CAN
32249.0,Green Range Dr and Glade Dr,Victoria,CAN
32607.0,S Maple Ave & S Washington St,Victoria,CAN
31246.0,M St & Pennsylvania Ave NW,Richmond,CAN
31050.0,Barton St & 10th St N,Richmond,CAN
32210.0,Town Center Pkwy & Bowman Towne Dr,Richmond,CAN
32220.0,Sunset Hills Rd & Isaac Newton Square,Richmond,CAN
32002.0,Bethesda Ave & Arlington Rd,Richmond,CAN
31412.0,3rd St & Riggs Rd NE,Calgary,CAN
32402.0,Baltimore Ave & Van Buren St / Riverdale Park Station,Calgary,CAN
31930.0,Eisenhower Ave & Ike Dr,Calgary,CAN
31216.0,14th St & New York Ave NW,Calgary,CAN
31230.0,Metro Center / 12th & G St NW,Calgary,CAN
31101.0,14th & V St NW,Victoria,CAN
31700.0,Good Hope & Naylor Rd SE,Victoria,CAN
31024.0,Virginia Square Metro / Monroe St & 9th St N,Victoria,CAN
32029.0,Offutt Ln & Chevy Chase Dr,Victoria,CAN
31036.0,George Mason Dr & Wilson Blvd,Victoria,CAN
31902.0,Wilson Blvd & N Illinois St ,Birmingham,US
31078.0,Arlington Blvd & S George Mason Dr,Birmingham,US
31501.0,12th & Newton St NE,Birmingham,US
31055.0,28th St & S Meade St,Birmingham,US
31719.0,Oklahoma Ave & Benning Rd NE,Birmingham,US
32407.0,Oxon Hill Park & Ride,Edmonton,CAN
31913.0,Commonwealth Ave & E Monroe Ave,Edmonton,CAN
31106.0,Calvert & Biltmore St NW,Edmonton,CAN
31928.0,N. Beauregard St. & Berkley St.,Edmonton,CAN
31967.0,S Reynolds St & Edsall Rd,Edmonton,CAN
32231.0,Dunn Loring Metro,Clanton,US
32028.0,Norfolk & Rugby Ave,Clanton,US
32074.0,Twinbrook Metro,Clanton,US
31948.0,W&OD Trail & Langston Blvd,Clanton,US
32027.0,Battery Ln & Trolley Trail,Clanton,US
32032.0,Fleet St & Ritchie Pkwy,Clanton,US
31274.0,10th & G St NW,Clanton,US
31056.0,S Troy St & 26th St S,Clanton,US
32004.0,Fallsgrove Blvd & Fallsgrove Dr,Clanton,US
32079.0,Executive Blvd & E Jefferson St,Clanton,US
31096.0,Walter Reed Dr & 8th St S,Greenville,US
32078.0,Woodglen Dr & Executive Blvd,Greenville,US
32250.0,South Gate Community Center,Greenville,US
32217.0,Sunset Hills Rd & Discovery Square,Greenville,US
31032.0,Washington Blvd & 7th St N,Greenville,US
32039.0,Old Georgetown Rd & Southwick St,Victoria,CAN
31416.0,14th St & Luzon Ave NW,Victoria,CAN
31701.0,Branch & Pennsylvania Ave SE,Victoria,CAN
31030.0,Langston Blvd & N Adams St,Victoria,CAN
31504.0,10th & Monroe St NE,Victoria,CAN
31818.0,Livingston Rd & 3rd St SE,Richmond,CAN
32026.0,Carroll & Ethan Allen Ave,Richmond,CAN
31801.0,Anacostia Metro,Richmond,CAN
31303.0,Tenleytown / Wisconsin Ave & Albemarle St NW,Richmond,CAN
31963.0,Holmes Run Pkwy & N Pickett St,Richmond,CAN
31954.0,S Jordan St & Venable St,Dothan,US
32086.0,Briggs Chaney & Castle Dr,Dothan,US
31243.0,4th & C St SW,Dothan,US
31019.0,Wilson Blvd & N Edgewood St,Dothan,US
31523.0,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,Dothan,US
31941.0,N Hampton Dr & Ford Ave,Richmond,CAN
31061.0,S Kenmore St & 24th St S,Richmond,CAN
31407.0,14th St & Colorado Ave NW,Richmond,CAN
